word,auditory.mean,gustatory.mean,haptic.mean,interoceptive.mean,olfactory.mean,visual.mean,foot_leg.mean,hand_arm.mean,head.mean,mouth.mean,torso.mean,exclusivity.perceptual,dominant.perceptual,exclusivity.action,dominant.action,exclusivity.sensorimotor,dominant.sensorimotor
feel,1.0,1.235,4.706,2.706,0.824,1.412,3.619,4.524,3.095,2.381,3.238,0.327,haptic,0.127,hand_arm,0.135,haptic
feeling,1.167,0.278,4.389,3.833,0.444,1.222,3.238,3.952,4.0,3.0,3.714,0.363,haptic,0.056,head,0.141,haptic
fellow,2.15,0.05,1.3,0.75,0.35,3.35,0.263,0.421,1.579,0.895,0.263,0.415,visual,0.385,head,0.29,visual
felt,0.316,0.263,4.211,1.368,0.105,1.895,2.05,3.95,2.1,1.25,1.7,0.503,haptic,0.244,hand_arm,0.214,haptic
fifteen,1.588,0.235,0.647,0.882,0.235,3.412,0.364,0.682,1.273,0.864,0.455,0.454,visual,0.25,head,0.299,visual
fifty,1.167,0.306,0.667,0.389,0.361,3.028,0.55,0.6,1.5,1.4,0.35,0.46,visual,0.261,head,0.264,visual
filled,0.556,0.667,1.0,1.667,0.167,3.444,0.158,2.0,1.368,1.263,1.368,0.437,visual,0.299,hand_arm,0.241,visual
filling,1.0,1.167,2.222,1.833,0.167,2.833,0.158,1.737,1.316,1.947,0.737,0.289,visual,0.304,mouth,0.177,visual
filter,1.0,0.471,2.471,0.529,0.765,3.706,0.235,1.706,1.765,0.529,0.294,0.362,visual,0.338,head,0.258,visual
final,1.95,0.15,0.5,1.2,0.25,2.2,0.75,1.4,3.1,1.5,0.85,0.328,visual,0.309,head,0.213,head
financial,1.35,0.15,0.65,0.8,0.15,3.6,0.238,0.952,1.905,0.81,0.19,0.515,visual,0.419,head,0.32,visual
fine,1.316,0.579,1.105,2.368,0.526,2.316,1.0,1.762,2.619,1.429,1.0,0.224,interoceptive,0.207,head,0.131,head
finer,1.176,0.882,2.059,0.588,0.353,3.0,0.55,1.5,2.2,0.95,0.3,0.328,visual,0.345,head,0.199,visual
fire,2.227,0.045,3.227,0.909,3.455,4.545,1.889,2.944,3.167,2.333,1.944,0.312,visual,0.104,head,0.169,visual
first,1.438,0.25,0.625,1.312,0.312,3.188,0.789,1.0,1.421,1.0,0.895,0.412,visual,0.124,head,0.24,visual
fish,1.059,4.176,2.353,0.059,3.412,4.471,0.737,3.421,2.789,3.211,0.947,0.284,visual,0.242,hand_arm,0.166,visual
fit,0.667,0.0,1.833,2.167,0.0,4.333,2.714,2.857,1.429,0.476,2.571,0.481,visual,0.237,hand_arm,0.228,visual
fitted,0.688,0.312,3.0,0.938,0.312,3.5,1.474,1.737,1.737,0.368,1.474,0.364,visual,0.202,head,0.205,visual
fitting,0.55,0.15,2.85,0.85,0.15,3.35,2.316,3.158,2.789,1.316,2.789,0.405,visual,0.149,hand_arm,0.158,visual
five,1.933,0.267,1.467,0.467,0.133,4.133,0.588,1.941,1.647,0.941,0.118,0.476,visual,0.348,hand_arm,0.295,visual
flake,0.176,0.353,1.647,0.059,0.0,3.412,0.611,3.222,2.667,1.222,0.333,0.604,visual,0.359,hand_arm,0.249,visual
flat,1.111,0.611,3.611,0.667,0.444,4.0,1.8,2.15,2.35,0.6,1.4,0.34,visual,0.211,head,0.19,visual
flattering,3.0,0.0,0.524,1.905,0.143,2.381,0.429,0.667,2.286,3.095,0.619,0.377,auditory,0.376,mouth,0.206,mouth
fled,1.111,0.0,0.0,0.833,0.0,3.833,3.684,1.421,2.158,1.105,1.211,0.663,visual,0.269,foot_leg,0.25,visual
floor,1.0,0.0,3.857,0.524,0.238,4.19,3.381,0.81,1.19,0.19,0.381,0.427,visual,0.536,foot_leg,0.266,visual
flower,0.278,1.167,3.333,1.0,4.389,4.278,0.55,3.1,3.7,0.25,0.55,0.285,olfactory,0.423,head,0.183,olfactory
flowered,0.333,0.111,1.611,0.611,1.944,3.667,0.0,0.667,1.889,0.278,0.0,0.43,visual,0.667,head,0.33,visual
flutter,2.083,0.0,1.625,1.833,0.0,3.292,0.737,1.842,1.842,0.789,1.105,0.373,visual,0.175,head,0.217,visual
fold,0.632,0.053,3.316,0.053,0.053,3.579,0.947,4.158,1.684,0.526,0.842,0.459,visual,0.445,hand_arm,0.259,hand_arm
folder,0.438,0.0,3.5,0.0,0.062,4.25,0.091,3.136,1.773,0.136,0.136,0.515,visual,0.578,hand_arm,0.314,visual
folding,0.118,0.0,3.118,0.176,0.0,3.647,0.722,4.389,2.222,0.389,1.056,0.517,visual,0.456,hand_arm,0.277,hand_arm
foliage,1.056,0.389,2.5,0.222,1.5,4.444,0.85,1.45,2.65,0.35,0.25,0.418,visual,0.432,head,0.27,visual
fond,1.789,0.579,1.211,3.263,0.474,1.947,0.056,0.5,3.111,0.833,0.667,0.301,interoceptive,0.591,head,0.222,interoceptive
foolish,1.895,0.158,0.105,0.474,0.211,2.368,0.667,0.762,2.524,2.381,0.905,0.434,visual,0.257,head,0.194,head
footpath,0.474,0.053,1.842,0.053,0.158,4.316,3.85,0.5,1.5,0.35,0.9,0.618,visual,0.493,foot_leg,0.305,visual
force,1.263,0.211,3.316,2.0,0.211,2.737,1.95,3.35,2.1,1.6,1.85,0.319,haptic,0.161,hand_arm,0.152,hand_arm
formerly,2.053,0.105,0.211,0.474,0.211,1.895,0.45,0.75,2.3,0.85,0.35,0.394,auditory,0.415,head,0.227,head
found,1.5,0.278,1.611,0.833,0.5,3.556,1.9,2.8,3.35,1.65,1.3,0.396,visual,0.186,head,0.17,visual
fountain,3.167,0.556,2.278,0.333,0.278,4.5,0.571,0.857,2.286,1.286,0.571,0.38,visual,0.308,head,0.253,visual
four,1.278,0.278,1.333,0.278,0.278,3.167,0.579,1.053,1.895,0.895,0.263,0.437,visual,0.348,head,0.257,visual
frantic,2.647,0.059,0.412,2.941,0.059,3.118,1.762,2.286,3.19,2.238,1.19,0.331,visual,0.188,head,0.157,head
freely,1.125,0.25,1.0,2.375,0.375,2.188,1.25,1.417,3.417,1.417,1.25,0.291,interoceptive,0.248,head,0.197,head
freeze,0.5,0.643,3.464,3.0,0.464,3.179,1.85,2.65,2.15,1.2,1.95,0.267,haptic,0.148,hand_arm,0.143,haptic
frequently,2.056,0.667,0.667,1.444,0.333,2.667,1.05,1.15,1.95,1.25,0.8,0.298,visual,0.185,head,0.166,visual
freshness,1.158,2.579,1.947,1.053,3.368,2.947,0.647,1.294,3.059,2.647,0.706,0.177,olfactory,0.289,head,0.127,olfactory
fright,2.158,0.0,0.789,3.474,0.316,2.789,1.1,1.2,3.15,2.0,1.15,0.365,interoceptive,0.238,head,0.192,interoceptive
frightful,2.062,0.688,1.062,3.188,0.812,3.0,0.333,0.417,3.333,1.667,1.0,0.231,interoceptive,0.444,head,0.171,head
front,0.278,0.0,1.167,0.222,0.0,3.611,0.85,0.95,2.3,1.0,0.95,0.684,visual,0.24,head,0.319,visual
full,0.421,1.158,1.632,4.211,0.211,1.842,1.333,2.111,2.444,2.611,3.333,0.422,interoceptive,0.169,torso,0.188,interoceptive
fuller,0.312,0.125,0.75,1.938,0.0,2.188,0.3,0.95,1.95,1.1,1.7,0.412,visual,0.275,head,0.193,visual
funnel,0.778,0.0,2.944,0.0,0.056,4.056,0.632,2.158,1.158,1.421,0.737,0.518,visual,0.25,hand_arm,0.291,visual
furnace,2.167,0.0,2.111,0.611,1.278,3.667,0.789,1.947,1.579,0.895,1.053,0.373,visual,0.185,hand_arm,0.228,visual
furnished,0.2,0.05,2.0,0.1,0.25,4.15,0.684,1.737,1.632,0.474,0.842,0.607,visual,0.235,hand_arm,0.338,visual
furniture,0.81,0.19,4.095,0.429,0.952,4.095,2.556,2.111,1.111,0.222,2.222,0.369,visual,0.284,foot_leg,0.208,visual
game,2.188,0.062,1.812,1.625,0.125,3.688,1.889,3.611,3.611,2.5,1.5,0.382,visual,0.161,hand_arm,0.16,visual
garden,0.1,0.85,2.1,0.2,2.05,3.85,2.158,3.158,2.737,0.526,1.263,0.41,visual,0.267,hand_arm,0.197,visual
garland,0.231,0.154,2.538,0.077,1.462,4.231,0.056,2.833,2.0,0.111,0.111,0.478,visual,0.543,hand_arm,0.302,visual
gas,1.19,0.19,0.524,1.286,3.619,1.429,0.368,1.105,1.368,0.368,1.316,0.416,olfactory,0.221,head,0.269,olfactory
gate,1.722,0.111,3.111,0.167,0.222,4.5,1.333,2.524,2.524,0.095,0.762,0.446,visual,0.336,head,0.258,visual
gather,0.381,0.286,2.429,0.857,0.381,2.81,2.048,3.905,1.952,1.0,1.952,0.353,visual,0.268,hand_arm,0.201,hand_arm
gauge,0.969,0.375,1.719,0.844,0.344,3.375,0.286,1.629,2.543,0.486,0.257,0.398,visual,0.44,head,0.243,visual
gem,0.533,0.467,2.533,0.6,0.467,3.8,0.105,2.0,2.579,0.158,0.263,0.397,visual,0.485,head,0.274,visual
gently,1.438,0.062,4.0,2.188,0.0,1.75,1.842,3.474,1.368,1.632,1.158,0.424,haptic,0.244,hand_arm,0.212,haptic
genuine,2.0,0.421,1.0,2.474,0.579,2.263,0.75,1.4,2.6,1.65,1.15,0.235,interoceptive,0.245,head,0.134,head
get,1.471,0.647,1.529,1.0,0.588,2.471,1.0,2.952,1.571,0.952,0.667,0.244,visual,0.32,hand_arm,0.159,hand_arm
getting,1.062,0.125,1.875,0.375,0.125,2.625,0.526,2.684,1.158,0.474,0.368,0.404,visual,0.444,hand_arm,0.225,hand_arm
gilded,0.706,0.0,1.118,0.294,0.0,2.941,0.562,1.688,1.562,0.625,0.438,0.581,visual,0.256,hand_arm,0.296,visual
given,1.158,0.0,0.526,0.684,0.0,2.579,0.579,2.526,2.158,1.158,1.158,0.521,visual,0.257,hand_arm,0.206,visual
giving,1.562,0.062,1.312,1.5,0.125,2.625,0.25,4.2,2.85,2.25,0.9,0.357,visual,0.378,hand_arm,0.235,hand_arm
glass,1.211,0.211,3.368,0.105,0.184,4.211,0.15,2.85,2.05,0.7,0.2,0.442,visual,0.454,hand_arm,0.269,visual
glasses,0.2,0.05,2.45,0.15,0.05,4.55,0.05,1.15,4.15,0.35,0.05,0.604,visual,0.713,head,0.341,visual
glazed,0.4,2.45,1.4,0.35,1.05,3.25,0.25,1.35,2.95,1.35,0.2,0.326,visual,0.451,head,0.203,visual
glide,0.625,0.0,1.75,1.438,0.0,3.312,2.65,2.0,1.1,0.5,1.55,0.465,visual,0.276,foot_leg,0.222,visual
gliding,1.167,0.056,2.778,2.722,0.111,3.611,2.316,2.158,2.105,0.684,1.474,0.34,visual,0.187,foot_leg,0.185,visual
glitter,0.0,0.0,2.0,0.105,0.0,4.474,0.6,2.4,2.35,0.5,0.85,0.68,visual,0.284,hand_arm,0.337,visual
glittering,0.333,0.0,0.467,0.0,0.0,4.333,0.105,0.842,2.684,0.211,0.368,0.844,visual,0.612,head,0.464,visual
gloom,1.471,0.0,0.118,3.294,0.0,2.941,0.091,0.091,2.455,0.909,0.455,0.421,interoceptive,0.591,head,0.279,interoceptive
go,1.737,0.474,0.737,1.895,0.579,2.421,3.6,1.95,2.6,1.75,1.75,0.248,visual,0.159,foot_leg,0.16,foot_leg
goat,2.7,1.3,3.1,0.55,2.55,4.35,0.6,2.0,2.9,0.8,0.35,0.261,visual,0.383,head,0.189,visual
goes,1.278,0.0,0.778,0.778,0.056,2.889,2.316,1.263,1.842,0.842,1.0,0.5,visual,0.203,foot_leg,0.222,visual
gold,0.176,0.0,2.529,0.059,0.0,4.176,0.2,2.75,2.75,0.2,0.15,0.602,visual,0.43,head,0.321,visual
golden,0.444,0.167,0.333,0.611,0.167,4.0,0.1,0.05,1.8,0.05,0.35,0.67,visual,0.745,head,0.489,visual
golfing,2.2,0.0,2.533,0.6,0.467,3.867,3.611,4.278,3.111,0.278,2.889,0.4,visual,0.282,hand_arm,0.179,hand_arm
good,2.529,1.882,1.941,2.765,2.059,3.0,1.3,1.5,3.25,1.9,1.15,0.079,visual,0.231,head,0.09,head
goods,1.062,0.625,2.562,0.062,0.688,3.688,1.0,3.0,2.778,1.556,0.833,0.417,visual,0.236,hand_arm,0.203,visual
grace,2.5,0.056,0.361,1.528,0.111,2.861,1.579,1.579,2.684,2.105,1.526,0.378,visual,0.122,head,0.166,visual
gracious,2.8,0.15,0.4,1.9,0.1,3.0,0.5,1.1,2.65,2.05,0.75,0.347,visual,0.305,head,0.188,visual
graciously,3.0,0.0,0.125,1.562,0.0,3.125,1.0,2.0,2.667,2.619,0.952,0.4,visual,0.186,head,0.183,visual
grain,0.421,2.684,2.368,0.368,0.895,3.632,0.65,2.0,2.05,2.8,0.35,0.315,visual,0.312,mouth,0.18,visual
grand,2.294,1.059,1.0,1.294,0.588,3.471,0.842,1.474,2.474,0.947,0.737,0.297,visual,0.268,head,0.178,visual
grass,0.74,0.575,3.42,0.438,3.033,4.412,3.158,2.421,2.895,0.474,0.316,0.315,visual,0.307,foot_leg,0.187,visual
gratitude,3.05,0.1,0.6,2.2,0.0,2.85,0.4,1.15,2.9,2.9,0.4,0.347,auditory,0.323,head,0.184,auditory
great,1.556,1.056,0.5,2.278,0.778,2.5,0.85,0.8,2.05,1.4,1.0,0.231,visual,0.205,head,0.135,visual
greater,1.294,0.471,1.353,0.824,0.412,3.176,0.105,0.789,1.316,0.211,0.105,0.367,visual,0.479,head,0.305,visual
greatness,1.421,0.895,0.737,2.526,0.421,2.789,1.81,2.0,3.19,2.286,1.619,0.269,visual,0.144,head,0.141,head
greediness,2.679,0.429,0.536,2.179,0.429,3.143,0.3,1.9,2.65,1.65,0.45,0.289,visual,0.338,head,0.174,visual
green,0.263,0.158,0.053,0.158,0.105,4.474,0.2,0.25,3.25,0.5,0.25,0.848,visual,0.685,head,0.458,visual
grey,0.3,0.15,0.2,0.35,0.25,4.4,0.333,0.333,3.476,0.381,0.333,0.752,visual,0.647,head,0.404,visual
grinding,2.667,0.333,2.278,1.444,0.5,2.889,1.444,2.556,1.667,2.778,1.444,0.253,visual,0.135,mouth,0.128,visual
grip,0.0,0.25,4.75,1.188,0.0,2.812,0.381,4.667,1.333,0.714,0.524,0.528,haptic,0.562,hand_arm,0.286,haptic
groan,4.07,0.209,0.488,2.628,0.256,1.814,0.273,0.182,1.364,4.636,0.455,0.408,auditory,0.645,mouth,0.272,mouth
growth,0.667,0.152,1.061,1.485,0.242,3.697,2.2,2.3,2.35,1.25,2.05,0.485,visual,0.108,head,0.203,visual
guess,2.059,0.059,0.176,1.0,0.0,1.235,0.35,0.35,3.9,2.8,0.35,0.455,auditory,0.458,head,0.318,head
guessing,2.111,0.222,0.667,1.556,0.333,1.722,0.05,0.8,3.7,2.1,0.0,0.286,auditory,0.556,head,0.279,head
gurgle,4.2,1.5,0.6,2.1,0.25,1.65,0.1,0.15,2.05,4.1,0.65,0.383,auditory,0.567,mouth,0.236,auditory
habit,1.0,0.471,0.647,2.235,0.235,2.118,2.25,2.6,3.05,2.7,1.75,0.298,interoceptive,0.105,head,0.148,head
habitable,1.056,0.389,1.611,1.667,1.222,3.111,1.444,1.5,2.389,1.5,1.611,0.301,visual,0.112,head,0.156,visual
habitual,1.8,0.4,0.629,0.971,0.4,2.714,1.294,1.559,2.941,1.588,1.147,0.335,visual,0.21,head,0.165,head
hair,0.5,0.222,3.778,0.278,1.944,4.389,0.905,2.19,4.048,0.524,1.048,0.375,visual,0.404,head,0.21,visual
half,0.35,0.1,1.65,0.25,0.0,3.35,0.368,1.263,1.211,0.579,0.316,0.588,visual,0.254,hand_arm,0.355,visual
ham,0.5,4.688,2.562,1.188,3.688,3.25,0.0,1.889,2.222,3.0,0.278,0.264,gustatory,0.406,mouth,0.201,gustatory
hammer,3.526,0.263,3.526,0.579,0.368,4.211,0.579,4.421,2.421,0.632,1.105,0.316,visual,0.42,hand_arm,0.192,hand_arm
handily,0.316,0.0,0.947,0.684,0.211,2.053,0.6,3.05,1.75,0.75,0.7,0.488,visual,0.358,hand_arm,0.276,hand_arm
handkerchief,0.062,0.0,4.125,0.062,0.375,3.875,0.083,4.417,4.167,2.333,0.583,0.485,haptic,0.374,hand_arm,0.22,hand_arm
handle,0.421,0.263,3.526,0.526,0.316,3.474,0.381,4.19,1.905,0.333,0.476,0.383,haptic,0.529,hand_arm,0.248,hand_arm
handling,0.824,0.471,3.176,0.529,0.176,3.353,0.778,4.278,1.111,0.778,0.889,0.372,visual,0.447,hand_arm,0.251,hand_arm
handsome,0.35,0.3,0.8,1.25,0.3,4.45,0.238,0.333,3.286,0.333,0.429,0.557,visual,0.66,head,0.349,visual
hang,0.842,0.421,1.632,0.737,0.684,3.895,1.688,2.875,2.125,1.25,1.0,0.423,visual,0.21,hand_arm,0.203,visual
hanging,0.647,0.294,1.471,0.529,0.0,4.412,0.947,3.526,1.842,0.737,1.316,0.6,visual,0.333,hand_arm,0.281,visual
hardening,0.632,0.211,4.0,0.632,0.211,2.737,0.5,2.3,0.95,1.05,0.55,0.45,haptic,0.336,hand_arm,0.275,haptic
harder,0.529,0.059,3.353,1.529,0.0,1.824,0.95,2.0,1.7,1.25,0.75,0.46,haptic,0.188,hand_arm,0.24,haptic
hardly,1.429,0.486,0.714,0.8,0.571,1.657,0.464,0.536,1.536,0.714,0.214,0.207,visual,0.381,head,0.158,visual
hardness,0.794,0.206,4.412,0.471,0.0,2.676,2.069,3.931,1.966,1.655,1.103,0.515,haptic,0.264,hand_arm,0.229,haptic
harm,2.579,0.211,2.632,2.211,0.105,3.684,1.471,2.118,2.235,1.765,1.118,0.313,visual,0.128,head,0.178,visual
harmony,3.278,0.417,0.889,2.806,0.222,2.111,0.622,0.865,3.297,2.243,1.054,0.314,auditory,0.331,head,0.173,head
haste,1.2,0.0,0.2,1.867,0.0,3.133,2.85,2.5,2.5,1.7,1.55,0.49,visual,0.117,foot_leg,0.179,visual
hat,0.059,0.0,3.059,0.294,0.294,4.471,0.25,1.35,4.3,0.4,0.25,0.547,visual,0.618,head,0.304,visual
hate,2.684,0.211,1.053,3.579,0.316,2.789,0.714,1.19,2.952,1.952,0.857,0.317,interoceptive,0.292,head,0.184,interoceptive
haughty,3.1,0.0,0.5,1.3,0.2,3.3,0.818,0.909,3.545,2.455,1.091,0.393,visual,0.309,head,0.206,head
head,1.053,0.474,3.0,0.842,0.737,4.474,0.158,0.737,4.632,2.789,0.368,0.378,visual,0.515,head,0.232,head
heap,0.333,0.278,1.722,0.333,0.333,3.722,0.333,1.143,1.19,0.333,0.429,0.512,visual,0.25,head,0.339,visual
hear,4.611,0.0,0.111,0.5,0.0,0.056,0.158,0.474,4.684,0.474,0.526,0.874,auditory,0.717,head,0.404,head
hearing,4.658,0.105,0.158,0.974,0.105,0.105,0.15,0.4,4.75,0.45,0.15,0.746,auditory,0.78,head,0.387,head
hearts,1.05,0.15,0.55,2.35,0.1,1.55,0.429,1.524,1.81,0.619,2.286,0.391,interoceptive,0.279,torso,0.181,interoceptive
hearty,1.316,2.211,1.316,2.684,1.105,2.632,0.632,1.421,1.421,2.684,1.368,0.14,interoceptive,0.273,mouth,0.109,interoceptive
heat,0.438,0.562,4.062,3.375,0.688,1.0,2.9,3.3,2.95,2.35,3.0,0.358,haptic,0.066,hand_arm,0.147,haptic
heating,0.529,0.412,3.059,2.412,0.765,0.824,1.368,2.684,2.421,1.158,1.684,0.331,haptic,0.164,hand_arm,0.153,haptic
heavily,0.944,0.056,2.722,1.611,0.111,2.944,2.789,3.632,2.0,0.474,2.684,0.344,visual,0.273,hand_arm,0.179,hand_arm
heaviness,0.944,0.278,3.333,2.389,0.389,2.722,2.263,3.0,1.368,0.632,2.789,0.304,haptic,0.236,hand_arm,0.152,haptic
heavy,0.438,0.125,3.312,1.688,0.188,2.125,2.474,4.211,2.105,1.211,2.368,0.405,haptic,0.243,hand_arm,0.202,hand_arm
height,0.444,0.0,1.667,1.111,0.0,4.611,1.789,0.842,2.105,0.263,1.684,0.589,visual,0.276,head,0.318,visual
hen,2.944,1.333,1.944,0.556,1.5,4.222,0.75,1.65,2.0,0.8,0.35,0.293,visual,0.297,head,0.215,visual
hesitation,2.167,0.222,1.278,3.056,0.278,2.611,1.882,2.176,2.765,2.235,1.0,0.295,interoceptive,0.175,head,0.144,interoceptive
hidden,0.588,0.118,0.176,0.765,0.059,2.235,1.091,1.5,2.591,1.318,0.909,0.552,visual,0.227,head,0.223,head
high,0.944,0.167,1.111,2.444,0.722,3.167,0.667,1.333,3.238,1.571,0.762,0.351,visual,0.34,head,0.19,head
higher,0.737,0.105,1.105,2.263,0.158,3.526,1.75,1.9,1.9,0.65,0.55,0.433,visual,0.2,head,0.234,visual
hill,0.294,0.235,1.647,1.0,0.412,4.353,2.65,0.85,1.9,0.15,1.0,0.519,visual,0.382,foot_leg,0.29,visual
hinder,1.75,0.0,1.188,1.625,0.0,3.062,0.778,1.833,1.889,1.222,0.556,0.402,visual,0.212,head,0.22,visual
hint,3.278,0.5,0.667,0.944,0.444,2.778,0.238,0.524,3.19,3.286,0.095,0.329,auditory,0.435,mouth,0.2,mouth
hold,0.353,0.0,4.353,0.647,0.0,3.588,0.684,4.579,1.632,1.316,0.789,0.487,haptic,0.433,hand_arm,0.255,hand_arm
holder,0.474,0.105,2.842,0.947,0.053,2.947,0.611,3.222,1.444,0.222,1.167,0.393,visual,0.45,hand_arm,0.226,hand_arm
holding,0.278,0.0,4.5,2.056,0.222,3.111,0.737,4.0,1.421,0.737,1.789,0.443,haptic,0.376,hand_arm,0.239,haptic
hole,0.389,0.222,1.889,0.5,0.278,3.889,2.167,2.056,1.611,0.889,0.944,0.512,visual,0.167,foot_leg,0.247,visual
holey,0.077,0.0,2.077,0.538,0.0,3.231,0.625,1.0,2.25,0.625,0.75,0.545,visual,0.31,head,0.289,visual
hollow,2.444,0.0,2.333,1.278,0.278,3.444,0.579,1.316,1.842,0.947,0.421,0.352,visual,0.278,head,0.231,visual
holy,1.9,0.05,0.2,1.25,0.15,2.15,0.571,0.905,2.0,1.286,0.619,0.368,visual,0.265,head,0.19,visual
hop,0.588,0.0,0.412,1.412,0.0,3.471,4.0,0.444,0.611,0.0,1.056,0.59,visual,0.655,foot_leg,0.334,foot_leg
hope,2.4,0.333,0.333,3.333,0.333,2.133,0.45,0.95,3.35,1.85,0.75,0.338,interoceptive,0.395,head,0.186,head
horse,3.294,0.235,3.412,0.176,1.588,4.647,2.7,3.1,2.45,1.05,1.85,0.335,visual,0.184,hand_arm,0.182,visual
horticulture,0.5,0.786,2.286,0.357,2.0,3.643,1.125,2.812,2.062,1.125,1.0,0.343,visual,0.223,hand_arm,0.186,visual
hot,0.647,1.765,4.118,2.412,0.824,1.706,3.0,3.579,3.368,3.053,2.947,0.303,haptic,0.04,hand_arm,0.127,haptic
hour,1.0,0.05,0.3,1.7,0.05,1.95,0.6,0.7,3.05,1.05,0.55,0.376,visual,0.42,head,0.273,head
house,0.438,0.062,1.875,0.688,0.938,4.875,2.571,2.429,3.429,0.857,1.619,0.542,visual,0.236,head,0.243,visual
hull,0.444,0.0,2.333,0.167,0.111,3.444,0.556,1.611,1.5,0.0,0.556,0.53,visual,0.382,hand_arm,0.321,visual
hunter,2.235,0.235,0.471,0.353,0.412,3.471,1.45,2.65,2.9,0.65,0.85,0.451,visual,0.265,head,0.206,visual
hurriedly,1.882,0.176,0.353,1.941,0.0,3.412,3.444,2.389,2.389,1.778,1.778,0.439,visual,0.142,foot_leg,0.176,foot_leg
hurry,1.182,0.0,0.545,2.682,0.0,2.864,4.167,2.833,2.556,1.778,2.389,0.394,visual,0.174,foot_leg,0.198,foot_leg
hurt,1.722,0.333,2.056,3.944,0.333,2.611,2.75,2.85,2.9,2.7,2.8,0.328,interoceptive,0.014,head,0.144,interoceptive
hurting,2.211,0.053,2.421,4.368,0.053,2.579,2.789,2.842,2.684,2.211,2.842,0.369,interoceptive,0.047,hand_arm,0.172,interoceptive
husband,3.05,0.45,1.8,1.25,1.05,3.7,0.8,1.7,2.55,1.65,1.5,0.288,visual,0.213,head,0.167,visual
icecream,0.467,4.467,1.6,1.333,1.6,3.667,0.579,2.158,1.895,4.263,1.263,0.305,gustatory,0.363,mouth,0.172,gustatory
idle,1.75,0.0,0.6,0.8,0.05,3.45,1.7,1.65,1.8,1.2,1.55,0.519,visual,0.076,head,0.237,visual
illusion,0.444,0.0,0.389,0.889,0.0,3.667,0.368,0.947,3.421,0.526,0.421,0.68,visual,0.537,head,0.331,visual
illustration,0.5,0.062,1.5,0.188,0.0,4.812,0.737,2.684,2.632,0.842,0.789,0.681,visual,0.253,hand_arm,0.326,visual
image,0.136,0.0,0.955,0.318,0.0,4.909,0.579,1.579,3.526,0.789,0.632,0.777,visual,0.415,head,0.366,visual
imitation,3.0,0.938,1.375,0.375,1.188,4.0,2.571,3.214,3.0,3.571,2.071,0.333,visual,0.104,mouth,0.143,visual
incalculable,0.438,0.0,0.0,0.75,0.0,1.438,0.375,0.875,2.5,1.125,0.5,0.548,visual,0.395,head,0.312,head
incident,2.632,0.316,0.789,1.105,0.684,3.579,1.4,1.6,2.8,1.85,0.9,0.358,visual,0.222,head,0.185,visual
incline,0.389,0.0,1.667,0.944,0.0,4.056,2.524,1.667,1.143,0.524,1.333,0.575,visual,0.278,foot_leg,0.285,visual
increase,1.2,0.2,1.05,0.9,0.45,2.9,1.368,2.158,2.684,1.421,1.0,0.403,visual,0.195,head,0.176,visual
incredible,2.5,1.75,1.45,2.35,1.4,2.9,0.632,1.263,2.263,1.316,0.737,0.121,visual,0.263,head,0.122,visual
indecision,2.706,0.353,0.353,2.824,0.353,2.176,0.0,0.0,3.316,1.105,0.158,0.282,interoceptive,0.724,head,0.248,head
indeed,1.947,0.316,0.421,0.842,0.316,1.105,0.0,0.3,1.3,1.25,0.0,0.33,auditory,0.456,head,0.25,auditory
indicate,1.889,0.278,1.278,0.556,0.278,2.611,0.526,2.579,1.947,2.368,0.368,0.339,visual,0.284,hand_arm,0.159,visual
indication,3.125,0.375,0.5,0.75,0.438,2.75,0.25,1.25,1.75,1.4,0.2,0.346,auditory,0.32,head,0.229,auditory
indifferent,1.875,0.188,0.312,1.75,0.25,1.688,0.391,0.435,2.783,1.13,0.304,0.278,auditory,0.491,head,0.234,head
ingenious,2.0,0.0,0.5,1.889,0.0,2.167,0.556,0.833,3.0,1.444,0.778,0.331,visual,0.37,head,0.228,head
ingredient,0.2,3.15,2.0,0.6,2.3,3.7,0.421,2.211,2.474,2.421,0.474,0.293,visual,0.257,head,0.175,visual
ink,0.167,0.111,0.389,0.111,0.667,3.944,0.5,2.3,1.85,0.4,0.55,0.711,visual,0.339,hand_arm,0.349,visual
inner,0.278,0.056,0.889,1.389,0.0,2.111,0.286,0.571,0.905,0.619,0.619,0.447,visual,0.206,head,0.273,visual
inside,0.611,0.111,1.111,1.444,0.167,3.111,1.75,1.75,2.35,1.35,1.85,0.458,visual,0.11,head,0.192,visual
insistence,3.824,0.706,1.176,2.412,0.706,2.882,0.611,1.278,2.444,2.722,0.722,0.266,auditory,0.271,mouth,0.165,auditory
instance,1.838,0.514,0.541,0.811,0.541,2.541,0.641,0.923,1.821,1.231,0.667,0.299,visual,0.223,head,0.168,visual
instant,1.278,0.111,0.444,1.389,0.0,2.611,0.9,1.1,2.2,1.75,0.8,0.448,visual,0.207,head,0.208,visual
instead,1.875,0.312,0.438,0.625,0.312,1.875,0.302,0.535,1.326,0.837,0.349,0.287,auditory,0.306,head,0.179,auditory
institution,1.952,0.333,0.524,0.381,0.714,3.667,0.2,0.25,2.15,0.4,0.1,0.44,visual,0.661,head,0.334,visual
instruct,3.882,0.176,0.588,0.412,0.235,3.529,0.778,2.556,3.222,3.444,0.778,0.42,auditory,0.247,mouth,0.189,auditory
