word,appears_in,Auditory.mean,Dominant.action,Dominant.perceptual,Dominant.sensorimotor,Exclusivity.action,Exclusivity.perceptual,Exclusivity.sensorimotor,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
broader,['29po'],1.25,hand_arm,visual,visual,0.124,0.517,0.245,1.5,0,2.1,1.812,2,0.438,1.1,0,1.35,3.75
broken,['27po'],2.059,head,visual,visual,0.133,0.351,0.193,1.55,0.294,2.6,3.294,2.65,1.412,1.6,0.353,1.35,4.471
brown,"['10po', '44to', '44po', '56po', '60po']",0.5,head,visual,visual,0.632,0.741,0.438,0.368,0.192,0.474,0.192,2.684,0.192,0.158,0.192,0.316,4.385
bud,['23po'],0.684,hand_arm,visual,visual,0.373,0.308,0.263,0.053,0.526,1.368,1.737,1.211,1,0.789,2.632,0.105,3.684
bug,['43po'],2.19,head,visual,visual,0.23,0.392,0.221,1.421,0.571,2.211,2.571,2.421,0.333,1.105,0.238,0.632,4.19
build,"['53po', '104po', '109po']",1.529,hand_arm,visual,hand_arm,0.285,0.42,0.208,1.474,0,3.947,2.882,2.737,0.176,0.947,0.294,1.421,3.529
bunch,"['68po', '70po']",0.81,hand_arm,visual,visual,0.364,0.425,0.31,0.35,0.381,1.35,1.571,1.25,0.476,0.15,0.381,0.2,3.333
burden,['60po'],0.85,head,visual,head,0.16,0.236,0.155,1.263,0.35,1.895,0.65,2.526,1.5,1.158,0.5,1.737,1.65
burst,"['59po', '95po', '97po']",2.833,head,visual,visual,0.276,0.384,0.264,0.4,0.389,0.75,0.833,1.45,0.889,0.8,0.111,0.4,3.333
bury,['58po'],1.118,hand_arm,visual,visual,0.353,0.637,0.315,1.3,0,2.65,1.176,1.35,0.059,0.25,0.059,1.25,4.235
butter,"['58po', '60po', '75po', '78to', '78po', '80po', '85po', '105po', '106po', '109po']",0.389,mouth,gustatory,gustatory,0.444,0.288,0.186,0.056,4.611,2.5,2.833,2.389,0.444,4.444,2.611,0.5,3.778
buttered,['60po'],0.056,hand_arm,gustatory,hand_arm,0.461,0.325,0.193,0.05,3.5,3.55,2.111,1.65,0,2.05,1.722,0.3,3.389
button,['16po'],0.375,hand_arm,haptic,hand_arm,0.582,0.484,0.282,0.154,0,4.231,3.875,2.231,0,0.154,0,0.231,3.75
buying,['11po'],1.889,head,visual,visual,0.225,0.297,0.154,1,0.833,2.556,1.389,2.778,1.167,1.778,0.722,0.778,3.556
cabbage,['63po'],0.471,mouth,gustatory,mouth,0.436,0.256,0.184,0.095,3.882,2.429,2.353,1.952,0.588,4.333,2.588,0.905,3.471
cage,['60po'],1,head,visual,visual,0.243,0.462,0.24,1.176,0,2.353,3.389,2.765,0.167,0.765,0.222,1.176,4.111
cake,"['11po', '59po', '60po', '72to', '72po', '84po', '99po', '109po']",0.222,mouth,gustatory,gustatory,0.422,0.279,0.178,0.211,4.444,1.737,2.444,1.842,0.889,3.895,3.111,1.053,4
calamity,['2po'],1.8,head,visual,head,0.153,0.387,0.174,1.722,0.067,1.778,0.2,3,1.867,1.833,0.333,1.5,2.8
call,"['89po', '109po']",4.55,mouth,auditory,mouth,0.37,0.608,0.239,0.316,0.1,2.526,0.3,3.421,0.65,4.579,0.05,0.684,1.75
called,"['45to', '45po', '66po']",4.55,mouth,auditory,mouth,0.37,0.608,0.239,0.316,0.1,2.526,0.3,3.421,0.65,4.579,0.05,0.684,1.75
calling,"['41po', '60po']",4.588,mouth,auditory,auditory,0.392,0.71,0.283,0.111,0.118,2.167,0.118,3.222,0.294,3.833,0.118,0.167,1.059
callous,['2po'],2.034,head,visual,visual,0.399,0.335,0.188,0.647,0.172,1.206,2.034,2.676,0.759,1.559,0.172,0.176,2.862
calm,"['2po', '58po', '60po', '66po']",1.381,head,interoceptive,interoceptive,0.194,0.515,0.249,1.19,0.048,1.333,0.238,2.81,4.048,1.429,0.19,1.571,1.857
calmness,['58po'],2.167,head,interoceptive,head,0.358,0.343,0.204,0.789,0.111,1,0.667,3.632,3.333,1.263,0.056,1.263,3.222
came,"['72po', '109po']",1.375,foot_leg,visual,visual,0.187,0.228,0.129,2.105,0.812,1.211,1.188,1.842,1.812,0.789,1,1.105,2.875
candle,['69po'],0.353,head,visual,visual,0.383,0.4,0.243,0.526,0.059,2.421,2.176,3.368,0.412,0.579,3.824,0.526,4.647
candy,"['41po', '46po']",0.588,mouth,gustatory,mouth,0.436,0.25,0.175,0.3,4.235,2.15,2.647,1.7,0.882,4.55,2.353,1.05,3.882
cane,"['8po', '66po']",0.588,hand_arm,visual,visual,0.488,0.496,0.312,1.053,0.059,2.105,2.588,0.579,0.176,0.053,0.118,0.421,3.588
canoe,['61po'],0.778,hand_arm,visual,visual,0.354,0.454,0.24,1.2,0.111,3.2,3.222,1.8,0.444,0.35,0.278,1.5,4.222
capable,['83po'],2.3,head,visual,visual,0.064,0.296,0.129,2,0.45,2.19,0.6,2.429,1.55,2.095,0.4,1.762,2.8
capital,['60po'],1.6,head,visual,visual,0.352,0.537,0.312,0.529,0,1.059,1,2.235,0.133,0.941,0.6,0.412,3.867
carafe,['0to'],0.7,hand_arm,visual,visual,0.438,0.378,0.259,0.214,0.8,2.5,2.2,1.5,0.5,0.643,0.9,0.357,3.9
card,"['2po', '11po']",0.7,hand_arm,visual,visual,0.423,0.509,0.312,0.25,0,2.45,3.15,1.5,0.15,0.55,0.05,0.45,4.2
care,"['54po', '56po', '109po']",1.632,head,visual,head,0.244,0.312,0.169,0.895,0.211,1.947,1,3.053,2.526,1.842,0.158,1.105,2.737
careful,"['58po', '109po']",1.889,head,visual,head,0.199,0.265,0.14,1.316,0.389,1.895,1.389,2.789,2.556,1.684,0.278,1.053,2.722
careless,"['16po', '27to', '109po']",1.562,head,visual,head,0.182,0.26,0.158,1.692,0.5,2.077,1,3.462,1.938,1.769,0.562,1.538,2.625
carelessness,['2po'],2,head,visual,visual,0.146,0.455,0.181,1.75,0,1.95,0.438,3.1,1.375,2.3,0,1.55,3.188
carpet,"['66po', '90po', '109po']",0.25,foot_leg,haptic,haptic,0.427,0.475,0.267,3.211,0,1.421,4.188,1.474,0.625,0.263,0.375,0.526,3.375
carved,['58po'],0.294,hand_arm,visual,hand_arm,0.443,0.496,0.245,0.526,0.059,3.579,2.588,2.211,0.412,0.316,0.118,0.737,3.529
case,"['2po', '4po', '58po', '59po', '88po', '109po']",1.438,head,visual,visual,0.375,0.528,0.307,0.227,0,1.455,1.188,1.727,0,0.364,0,0.227,2.938
cast,['72po'],1.529,hand_arm,visual,visual,0.2,0.276,0.15,1.357,0.765,2.429,1.824,1.786,0.765,0.929,0.824,1,3.235
cat,"['60po', '109po']",3.526,head,visual,visual,0.257,0.337,0.206,1.053,0.263,2.842,3.632,2.842,0.105,0.579,1.579,1.474,4.789
catalogue,['9po'],1.316,hand_arm,visual,visual,0.397,0.486,0.259,0.15,0.158,2.75,1.895,2.65,0.263,0.65,0.105,0.35,3.737
cattle,['3po'],3.412,head,visual,visual,0.271,0.323,0.225,0.905,0.765,1.524,2.765,2.381,0.059,0.857,2.824,0.667,4.765
cause,['72po'],1.389,head,visual,head,0.253,0.506,0.2,1,0,1.789,0.278,2.526,0.778,1.789,0,0.579,2.5
caused,['60po'],1.389,head,visual,head,0.253,0.506,0.2,1,0,1.789,0.278,2.526,0.778,1.789,0,0.579,2.5
caution,['72po'],2,head,visual,head,0.167,0.35,0.174,1.667,0.062,1.714,0.312,3.048,2.375,1.81,0.062,1.429,2.688
ceiling,['59po'],0.417,head,visual,visual,0.396,0.684,0.389,0.45,0,1.05,1.542,2.35,0.042,0.45,0,0.5,4.333
celery,"['81to', '81po']",0.895,mouth,gustatory,gustatory,0.311,0.238,0.171,0.526,4.421,1.684,3.368,1.263,0.632,2.684,2.895,0.789,3.684
central,['58po'],0.929,head,visual,visual,0.302,0.433,0.262,0.421,0.071,0.737,1.143,1.789,1.357,0.842,0.357,0.737,3.071
centre,"['11po', '16po', '24po', '25po', '58po', '59po', '60po', '102po', '108to', '109po']",0.263,head,visual,visual,0.325,0.659,0.345,0.842,0,1,0.842,1.684,0.526,0.263,0,0.579,3.158
certain,"['4po', '12po', '60po']",1.812,head,interoceptive,head,0.444,0.319,0.192,0.45,0.312,0.45,0.375,2.65,2.625,0.95,0.375,0.45,1.75
certainly,"['1po', '6po', '12po', '17po', '58po', '60po', '109po']",1.333,head,visual,head,0.475,0.308,0.214,0.4,0.222,0.25,0.5,2.15,1.833,0.85,0.056,0.35,1.833
certainty,"['59po', '109po']",1.824,head,interoceptive,head,0.421,0.313,0.212,0.381,0.294,0.667,0.294,3.143,2.412,2.143,0.294,0.333,1.647
chain,"['19po', '61po', '62po']",1.9,hand_arm,visual,visual,0.333,0.453,0.331,0.571,0,1.333,3,0.857,0,0.238,0,0.286,4.05
chainboats,"['90to', '90po']",1.895,hand_arm,visual,visual,0.26,0.374,0.216,1.429,0.263,2,2.158,1.905,0.421,0.19,0.632,1.429,3.632
chaining,['61po'],1.9,hand_arm,visual,visual,0.333,0.453,0.331,0.571,0,1.333,3,0.857,0,0.238,0,0.286,4.05
chair,"['17to', '58po', '109po']",0.35,foot_leg,visual,visual,0.252,0.515,0.221,3.158,0,2.789,3.75,2.158,0,0.316,0,2.842,4.35
chairs,"['2po', '58po', '109po']",0.35,foot_leg,visual,visual,0.252,0.515,0.221,3.158,0,2.789,3.75,2.158,0,0.316,0,2.842,4.35
chalk,['83po'],1.364,hand_arm,visual,visual,0.51,0.346,0.211,0.333,0.591,3.952,3.591,1.81,0.273,0.524,1.227,0.476,4.136
chambers,['93po'],0.353,hand_arm,visual,visual,0.169,0.698,0.453,0.476,0,1,1.294,1,0,0.429,0.235,0.476,4.353
chance,"['2po', '17po', '20po', '54po', '58po', '62po', '109po']",0.889,head,interoceptive,head,0.606,0.325,0.255,0.27,0.222,0.432,0.694,2.568,1.972,0.324,0.194,0.243,1.5
change,"['1po', '2po', '6po', '11po', '27po', '35po', '44po', '47po', '58po', '59po', '60po', '61po', '63po', '66po', '72po', '80po', '109po']",2.833,head,visual,visual,0.085,0.286,0.156,1.8,0.722,1.95,1.778,2.5,1.778,2.05,0.667,1.65,4.056
changes,"['60po', '109po']",2.833,head,visual,visual,0.085,0.286,0.156,1.8,0.722,1.95,1.778,2.5,1.778,2.05,0.667,1.65,4.056
changing,"['58po', '109po']",2.833,head,visual,visual,0.085,0.286,0.156,1.8,0.722,1.95,1.778,2.5,1.778,2.05,0.667,1.65,4.056
character,['59po'],2,head,visual,visual,0.236,0.371,0.194,0.762,0.111,1.238,0.722,2.333,1.111,1.571,0.556,0.762,2.833
characteristic,['58po'],1.647,head,visual,visual,0.29,0.263,0.154,0.8,0.706,1.3,0.824,2.4,1.118,1.1,0.765,0.6,2.765
charlotte,['84po'],1.571,head,visual,visual,0.43,0.516,0.32,0.579,0.357,0.684,0.643,2,0,0.684,0.714,0.211,3.5
charm,"['6po', '34po']",3,head,visual,visual,0.324,0.345,0.212,0.316,0.158,0.842,0.632,2.105,1.632,1.895,0.211,0.368,3.211
charming,"['1po', '109po']",3.55,head,visual,visual,0.337,0.311,0.173,0.4,0.25,0.9,0.8,3.35,2.3,3.3,0.4,0.8,3.65
chart,['62po'],0.529,head,visual,visual,0.465,0.656,0.328,0.222,0.059,2.056,1.353,3.556,0.412,1.056,0.059,0.278,4.765
cheap,['4po'],1.062,head,visual,head,0.472,0.396,0.233,0.421,0.5,0.842,1.188,3.105,0.312,0.737,0.438,0.579,2.812
cheaper,"['4po', '59po']",1.062,head,visual,head,0.472,0.396,0.233,0.421,0.5,0.842,1.188,3.105,0.312,0.737,0.438,0.579,2.812
check,['79po'],0.35,head,visual,visual,0.239,0.595,0.254,0.611,0.1,2.333,1.25,2.389,0.3,1.333,0.15,0.778,3.4
cheese,"['60po', '67po', '75po', '109po']",0.375,mouth,gustatory,mouth,0.419,0.306,0.181,0.05,3.938,2.25,2.25,2.35,0,4.05,3.062,0.85,3.25
cherished,['59po'],1.368,head,interoceptive,interoceptive,0.29,0.303,0.167,0.263,0.474,1.579,0.474,2.263,2.579,2,0.579,0.789,1.474
cherries,['59po'],0.143,mouth,gustatory,gustatory,0.539,0.309,0.217,0.048,4.286,1.429,2.679,1.095,0.5,3.333,2.321,0.19,3.5
chess,['95po'],0.647,head,visual,visual,0.312,0.562,0.252,0.65,0,3.3,2.765,3.75,0.118,1.35,0,0.9,4.529
chest,"['54po', '95po']",0.375,torso,visual,torso,0.46,0.468,0.244,0.372,0,1.419,3.25,1.698,0.688,0.512,0.312,4.093,4.062
chew,['59po'],2.1,mouth,visual,mouth,0.689,0.257,0.26,0.045,2.5,0.364,1,1.318,2.5,4.773,0.15,0.364,3.05
chews,['46po'],2.1,mouth,visual,mouth,0.689,0.257,0.26,0.045,2.5,0.364,1,1.318,2.5,4.773,0.15,0.364,3.05
chicken,"['58po', '60po', '86to', '86po', '87to', '88to', '89to', '89po']",2.947,mouth,gustatory,gustatory,0.249,0.199,0.126,0.762,4,2.143,2.684,2.667,0.579,3.238,3,1.143,3.947
chickens,['58po'],2.947,mouth,gustatory,gustatory,0.249,0.199,0.126,0.762,4,2.143,2.684,2.667,0.579,3.238,3,1.143,3.947
china,"['11po', '85po', '108po', '109po']",1.111,head,visual,head,0.369,0.453,0.235,0.789,0.5,1.158,0.722,3.211,0.222,1,0.444,0.684,2.889
chinking,['58po'],4.538,head,auditory,auditory,0.531,0.592,0.36,0.562,0.154,1.375,0.538,2.688,0.462,0.438,0.077,0,1.769
choice,"['10po', '48po', '58po', '60po', '69po', '107po', '109po']",1.394,head,visual,head,0.398,0.245,0.212,0.742,0.485,1.29,0.909,3.71,1.636,1.774,0.515,0.516,2.242
choices,['58po'],1.394,head,visual,head,0.398,0.245,0.212,0.742,0.485,1.29,0.909,3.71,1.636,1.774,0.515,0.516,2.242
choke,"['55to', '109po']",2,mouth,interoceptive,mouth,0.295,0.347,0.196,0.8,0.19,2.25,1.238,2.75,3.333,4.05,0,1.15,2.857
choking,['61po'],2.824,mouth,interoceptive,mouth,0.442,0.319,0.19,0.167,0.118,1.611,1.118,1.222,3.471,3.556,0.059,1.111,3.118
choose,"['17po', '45po', '58po', '61po']",2.278,head,visual,visual,0.333,0.246,0.154,0.333,0.722,2.667,1.333,3.238,1.833,2.095,0.944,0.381,3.278
choosing,"['27po', '53po']",1.722,head,visual,head,0.307,0.201,0.148,0.368,1.222,2.579,1.389,3.211,1.611,2.368,1,0.737,3
chosen,['1po'],1.474,head,visual,head,0.2,0.3,0.142,0.8,0.263,1.85,0.579,2.05,1.158,1.35,0.316,0.7,2
church,"['11po', '109po']",3.75,head,visual,visual,0.172,0.37,0.174,2.105,0.05,2.526,1.4,4.053,1.25,2.316,0.65,1.842,4.25
churned,['59po'],2,hand_arm,visual,hand_arm,0.434,0.302,0.188,0.824,0.529,3.588,2.824,1.529,0.765,0.294,0.412,1.353,3.412
cigarettes,['10po'],0.789,mouth,olfactory,olfactory,0.317,0.211,0.158,0.2,3.684,1.95,2.474,2.45,2,3.2,4.421,1.65,3.842
circle,"['2po', '58po']",0,hand_arm,visual,visual,0.267,0.656,0.322,0.714,0.158,2.429,1.526,2.429,0.684,1.048,0,0.524,4.526
circling,['58po'],0.6,foot_leg,visual,visual,0.229,0.715,0.237,3.263,0,2.526,0.4,1.842,0.4,1,0,1.263,3.514
circular,"['17po', '109po']",0.111,head,visual,visual,0.391,0.569,0.302,0.842,0,1.526,2.5,2.737,0.333,0.579,0,0.368,3.889
circulating,['10po'],0.778,hand_arm,visual,hand_arm,0.139,0.407,0.174,1.81,0,2.762,1.389,1.81,1.556,1.762,0,1.429,2.556
circumstance,"['58po', '59po', '109po']",1.588,head,visual,visual,0.33,0.357,0.2,0.65,0.235,0.55,0.588,2.05,0.765,0.75,0.294,0.55,2.294
circumstances,['58po'],2.474,head,visual,visual,0.189,0.308,0.206,0.6,0.368,0.7,0.632,1.25,1,0.6,0.368,0.55,2.684
claim,['58po'],1.688,mouth,visual,visual,0.27,0.34,0.184,0.476,0.125,1.095,1.562,1.762,0.75,1.81,0.062,0.333,2.25
claiming,['58po'],1.688,mouth,visual,visual,0.27,0.34,0.184,0.476,0.125,1.095,1.562,1.762,0.75,1.81,0.062,0.333,2.25
clam,['66po'],0.278,mouth,visual,mouth,0.155,0.352,0.149,1.1,1.611,2.55,0.833,2.4,0.222,2.55,0.722,1.05,2.333
clamor,['60po'],3.188,head,auditory,auditory,0.336,0.505,0.243,0.882,0.188,1,0.062,2.765,0.5,1.471,0.062,0.529,2.188
clash,['7po'],2.433,head,visual,visual,0.178,0.363,0.18,1.065,0.233,1.903,1.267,2.355,0.467,1.29,0.2,1,2.933
clatter,['58po'],4.105,head,auditory,auditory,0.355,0.667,0.319,0.889,0.053,2.222,0.579,2.611,0.316,0.778,0,0.222,1.105
clean,"['1po', '2po', '4po', '42po', '58po', '78po', '109po']",0.188,hand_arm,visual,visual,0.143,0.367,0.171,2.632,0.625,4.053,2.875,2.684,1.188,2.053,2.688,2.579,4.688
cleaner,['54po'],0.722,hand_arm,visual,visual,0.234,0.351,0.195,1.2,0.278,2.35,1.389,1.4,0.278,0.75,2.611,1.15,3.278
cleaning,['4po'],1.368,hand_arm,visual,hand_arm,0.315,0.34,0.17,2.095,0.263,4.143,2.737,2.571,0.737,0.524,2.105,2.143,4.105
cleansing,['1po'],1.053,hand_arm,visual,visual,0.207,0.23,0.132,0.789,0.842,2.421,1.789,2.368,1.632,1.421,1.579,0.895,3.158
clear,"['58po', '82po', '105po', '109po']",2.062,head,visual,visual,0.283,0.492,0.242,0.9,0.188,1.45,0.625,2.95,0.625,1.5,0.125,0.8,3.75
clearly,['58po'],2.85,head,visual,visual,0.452,0.299,0.199,0.4,0.65,0.85,1.1,3.2,0.85,1.35,0.8,0.4,3.6
clever,['11po'],2.7,head,visual,head,0.455,0.326,0.201,0.429,0.2,0.857,0.7,3.143,2.1,1.714,0.1,0.238,2.95
climate,"['31to', '60po', '109po']",1.158,head,visual,visual,0.121,0.371,0.152,2.294,0.211,2.647,1.421,3.353,2.053,1.824,0.474,2.529,3.474
climb,"['8po', '35po', '53po', '64po']",0.684,foot_leg,visual,foot_leg,0.231,0.331,0.178,4.25,0.263,4.2,2.368,2.65,1.579,0.75,0.158,3.3,2.737
climbing,['62po'],0.95,hand_arm,haptic,hand_arm,0.225,0.349,0.172,3.833,0,4.278,3.7,2.333,2.15,1.056,0.2,2.833,3.6
cloak,['8to'],0.529,torso,visual,visual,0.256,0.466,0.248,0.632,0.118,1.789,2.765,1.684,0.294,0.474,0.294,2.211,3.706
cloaking,['60po'],0.765,hand_arm,visual,visual,0.319,0.388,0.229,0.412,0.353,1.647,1.235,0.706,0.765,0.294,0.294,1.176,2.647
clock,['8po'],2.579,head,visual,visual,0.552,0.474,0.302,0.176,0.053,1.529,1.474,2.941,0.474,0.353,0.105,0.118,4.316
cloister,['10po'],1.889,head,visual,visual,0.324,0.479,0.322,0.632,0,0.632,1.333,1.684,0.556,0.526,0.389,0.421,3.833
closed,"['10po', '63po']",1.85,hand_arm,visual,visual,0.316,0.528,0.271,0.722,0.05,3.056,1.6,1.278,0.1,1.833,0.1,0.667,4.25
closet,['2po'],0.19,hand_arm,visual,visual,0.303,0.669,0.381,1.105,0,1.579,1.429,1.474,0.095,0.158,0.333,0.368,4.143
closing,['52po'],2.526,head,visual,visual,0.161,0.305,0.161,1.381,0.421,2.762,2.368,3,1.368,1.381,0.684,1.524,3.842
cloth,"['21to', '21po', '22po', '109po']",0.625,hand_arm,visual,visual,0.312,0.424,0.237,1.762,0,2.952,4.438,1.19,0.312,0.333,0.75,2.143,4.5
clothes,"['69po', '105po']",0.35,torso,visual,visual,0.273,0.397,0.173,3.9,0,3.8,4.45,2.3,0.45,0.4,1.65,4.45,4.55
cloud,"['72po', '109po']",0,head,visual,visual,0.641,0.899,0.509,0.318,0,0.364,0.35,2.909,0.05,0.364,0.15,0.227,4.9
clouded,['23po'],0.222,head,visual,visual,0.5,0.702,0.395,0.3,0.222,0.7,0,2.55,0.944,0.55,0.333,0.4,4.056
cloudiness,['58po'],0.667,head,visual,visual,0.732,0.789,0.465,0.118,0,0.412,0.2,3.176,0.267,0.353,0.133,0.118,4.733
clouds,['58po'],0,head,visual,visual,0.641,0.899,0.509,0.318,0,0.364,0.35,2.909,0.05,0.364,0.15,0.227,4.9
coach,['85po'],4,head,visual,visual,0.223,0.442,0.221,1.105,0,1.421,0.647,3.053,0.294,2.632,0.176,1,4.059
coagulation,['58po'],0.545,head,visual,visual,0.227,0.364,0.223,0.529,0.455,0.941,1.818,1.529,0.727,0.765,0.455,0.647,3
coal,"['4po', '58po', '70po']",0.176,hand_arm,visual,visual,0.397,0.455,0.339,0.2,0.235,1.45,2.412,1.05,0,0.2,2.176,0.25,4.176
coat,"['15to', '15po', '53po', '109po']",0.361,torso,haptic,haptic,0.421,0.425,0.249,0.333,0,2.857,4,0.476,0.528,0.095,0.667,2.905,3.861
cocoanut,"['60po', '69po']",0.476,mouth,gustatory,gustatory,0.354,0.266,0.175,0.45,4.381,1.95,3,1.8,0.333,3.25,3.381,0.45,3.667
coffee,"['4to', '4po', '11po', '60po', '68po']",1,mouth,gustatory,gustatory,0.402,0.21,0.164,0.19,4.611,2,1.722,2.143,1.556,4.095,4.278,1.286,4
cohesive,['43po'],1.588,head,visual,head,0.364,0.342,0.18,0.421,0.471,1.316,0.765,2.947,0.765,1.842,0.588,0.421,2.882
coke,['55po'],0.947,mouth,gustatory,gustatory,0.497,0.255,0.199,0,4.184,1.947,1.263,1.947,1.237,4.105,1.5,0.263,3.579
cold,"['31to', '45po', '58po', '61po', '63po', '66po', '67po', '68po', '82po', '109po']",0.368,torso,haptic,haptic,0.1,0.336,0.14,3.263,1.263,3.526,4.105,3.263,3.526,2.053,0.316,3.632,1.684
colder,['58po'],0.389,head,haptic,haptic,0.075,0.394,0.171,2.368,0.556,2.632,3.667,2.632,3.333,1.737,0.056,2.526,1.167
colds,"['41po', '63po']",0.368,torso,haptic,haptic,0.1,0.336,0.14,3.263,1.263,3.526,4.105,3.263,3.526,2.053,0.316,3.632,1.684
collapse,"['40po', '52po']",2.056,head,visual,visual,0.159,0.449,0.216,1.8,0,2.1,1,2.25,1.333,0.85,0.111,1.8,3.667
collar,['58po'],0.263,head,visual,visual,0.455,0.442,0.248,0.1,0.053,1.3,3.368,2.85,0.474,0.65,0.105,1.15,3.474
collect,['11po'],0.75,hand_arm,visual,visual,0.26,0.432,0.193,1,0.35,2.65,1.3,1.95,0.45,0.95,0.25,0.75,2.8
collecting,['58po'],0.75,hand_arm,visual,visual,0.26,0.432,0.193,1,0.35,2.65,1.3,1.95,0.45,0.95,0.25,0.75,2.8
collection,"['58po', '61po', '109po']",1.15,head,visual,visual,0.292,0.506,0.252,0.6,0.15,2.8,1.9,2.95,0.4,1.1,0.2,0.6,4.2
color,"['0po', '1po', '2po', '4po', '5po', '7po', '10po', '11po', '12po', '13po', '15po', '16po', '19po', '22po', '25po', '37po', '58po', '60po', '62po', '109po']",0.25,head,visual,visual,0.592,0.86,0.407,0.242,0,1.394,0.139,4.03,0.417,0.424,0,0.303,4.944
colored,"['11po', '22po', '42to', '42po', '54po', '60po', '61po', '63po', '66po']",0,head,visual,visual,0.588,0.968,0.453,0.15,0,1.5,0.158,3.5,0,0.4,0,0.15,4.842
coloring,"['33po', '62po', '109po']",0.25,hand_arm,visual,visual,0.574,0.632,0.358,0.056,0.25,3.278,1.062,1.722,0.375,0.111,0.25,0.444,4.438
colors,['58po'],0.706,head,visual,visual,0.966,0.595,0.42,0,0.412,0.143,0.412,4.048,0.765,0,0.412,0,5
colts,['58po'],1.645,head,visual,visual,0.288,0.478,0.265,0.944,0,2.167,1.839,2.333,0.032,0.444,0.742,0.667,3.903
comb,['58po'],0.579,head,haptic,haptic,0.497,0.436,0.234,0,0,3.9,4.158,4.1,0.842,0.1,0.053,0.15,3.895
combing,['83po'],0.778,hand_arm,haptic,haptic,0.538,0.421,0.252,0.045,0.167,3.591,4,2.727,0.889,0.045,0.389,0.182,2.889
come,"['1po', '2po', '20po', '38po', '45po', '68po', '69po', '97po', '98po', '109po']",1.357,foot_leg,visual,visual,0.153,0.519,0.238,1.429,0,1.238,0.393,1.381,0.536,0.571,0,1,2.464
comes,"['2po', '3po', '61po', '109po']",0.824,foot_leg,visual,visual,0.284,0.736,0.296,1.789,0,0.579,0,1.211,0,0.579,0,0.474,2.294
coming,['11po'],2.348,foot_leg,visual,foot_leg,0.222,0.374,0.17,3.737,0.478,1.632,0.652,2.895,1.348,1.263,0.348,1.632,3.652
complaining,['17po'],3.95,mouth,auditory,mouth,0.438,0.612,0.28,0.3,0,1.05,0.2,3.35,1.3,4.5,0,0.4,1
complexion,['17po'],0.111,head,visual,visual,0.429,0.824,0.346,0.842,0,1.421,0.778,3.526,0,0.526,0,0.684,4.167
complication,['11po'],0.833,head,visual,head,0.266,0.518,0.232,0.684,0.056,1,0,2.053,0.611,1.474,0,0.526,1.611
compliments,['58po'],3.7,mouth,auditory,auditory,0.375,0.503,0.231,0.474,0.3,1,0.45,2.947,1.55,3.579,0.1,0.421,1.05
composed,['58po'],1.562,head,visual,head,0.14,0.351,0.173,1.429,0,2.286,0.375,2.643,2,1.5,0,1.357,2.125
compressed,['11po'],0.784,hand_arm,visual,visual,0.281,0.425,0.23,0.789,0.027,2.579,2.514,1.842,1.162,0.684,0.054,0.842,3.405
concentrating,['4po'],0.842,head,interoceptive,head,0.592,0.447,0.309,0.368,0.158,0.684,0.211,4.105,3.053,0.632,0.158,0.526,2.053
connect,['2po'],1.158,hand_arm,visual,visual,0.263,0.368,0.191,0.75,0.263,2.3,1.579,1.8,1.105,1.25,0.211,0.55,2.842
connections,['10po'],1.158,hand_arm,visual,visual,0.163,0.259,0.132,1.111,0.474,2.444,2.053,2.333,1.579,1.167,0.579,1.111,2.684
consequence,"['12po', '109po']",2,head,interoceptive,head,0.202,0.286,0.165,1.1,0.15,1.4,0.65,2.8,2.35,1.95,0.35,1.15,2.2
considerable,['11po'],0.742,head,visual,head,0.396,0.347,0.279,0.375,0.097,0.875,0.226,2.406,0.774,1,0.129,0.469,1.194
consideration,"['58po', '109po']",2.714,head,auditory,head,0.495,0.336,0.222,0.333,0.143,0.5,0.357,3.056,1.571,1.167,0.286,0.444,2.571
considering,['58po'],1.9,head,interoceptive,head,0.633,0.35,0.264,0.19,0.15,0.333,0.05,2.81,2.2,0.857,0.15,0.095,1.7
consists,['37po'],1.875,head,visual,visual,0.226,0.22,0.126,0.857,0.875,1.381,1.188,2.095,0.75,0.762,0.75,0.81,2.5
constant,"['12po', '63po']",1.222,head,visual,visual,0.219,0.318,0.199,0.5,0.278,0.75,0.444,1.25,1.444,0.7,0.5,0.45,2.222
consuming,['58po'],1.45,mouth,visual,mouth,0.399,0.15,0.188,0.5,2.6,1.75,1.35,2.05,2.2,4.65,1.15,1.45,2.9
contained,"['4po', '58po', '109po']",1.03,hand_arm,visual,visual,0.351,0.433,0.243,0.353,0.242,2.294,1.364,1.882,0.939,0.588,0.212,0.412,3.273
continue,['58po'],0.722,head,visual,head,0.109,0.407,0.164,1.053,0.278,1.105,0.278,1.421,0.389,0.895,0.056,0.842,1.278
continuing,['61po'],0.722,head,visual,head,0.109,0.407,0.164,1.053,0.278,1.105,0.278,1.421,0.389,0.895,0.056,0.842,1.278
control,['58po'],2.263,hand_arm,visual,hand_arm,0.085,0.295,0.134,2.571,0.316,3.81,1.684,3.619,2.526,3.143,0.316,2.476,3.421
